ns,nf,entropy,la,ld,lt,fix,ndev,pd,npt,exp,sexp,bug
1,1,0.0,0.02189781,0.02189781,137.0,0,3,36,1.0,793,774,0
1,3,0.935893281,0.018644068,0.001694915,196.6666667,0,5,107,0.666666667,3234,3234,0
1,1,0.0,0.001658375,0.000552792,1809.0,0,6,0,1.0,19267,19267,0
1,4,0.803884945,1.56097561,0.37804878,41.0,1,5,293,0.75,1615,1615,1
1,1,0.0,0.052158273,0.03057554,556.0,0,6,27,1.0,794,775,0
1,1,0.0,0.173913043,0.0,23.0,0,3,7,1.0,795,776,0
1,1,0.0,0.018181818,0.009090909,440.0,0,4,11,1.0,796,777,0
1,1,0.0,0.031468531,0.01048951,286.0,0,3,76,1.0,7354,7304,0
1,1,0.0,0.2,0.0,20.0,0,5,511,1.0,7354,7304,0
1,1,0.0,0.103448276,0.034482759,58.0,0,7,53,1.0,7355,7305,0
1,1,0.0,0.184210526,0.078947368,76.0,1,8,13,1.0,5407,5312,0
1,1,0.0,0.039473684,0.013157895,76.0,0,8,0,1.0,5408,5313,0
1,1,0.0,0.0,0.083333333,84.0,1,2,19,1.0,7356,7306,0
1,1,0.0,0.223684211,0.092105263,76.0,1,8,360,1.0,5409,5314,0
1,1,0.0,0.006493506,0.006493506,462.0,0,5,81,1.0,7357,7307,0
1,1,0.0,0.006493506,0.006493506,462.0,0,5,40,1.0,7358,7308,0
1,1,0.0,0.012820513,0.012820513,78.0,0,6,41,1.0,7359,7309,0
1,1,0.0,0.00304878,0.00304878,328.0,1,4,125,1.0,4245,1541,0
1,1,0.0,0.014705882,0.0,136.0,1,3,7,1.0,581,295,0
1,1,0.0,0.015384615,0.003846154,260.0,0,3,56,1.0,1273,819,0
1,1,0.0,0.015384615,0.003846154,260.0,0,3,42,1.0,1274,820,0
1,2,0.650022422,0.015873016,0.079365079,31.5,1,5,672,1.0,584,265,0
1,1,0.0,0.0,0.0,7.0,1,1,0,1.0,584,265,0
1,25,0.831175973,0.187335092,0.171503958,15.16,0,5,11409,0.08,609,290,0
1,1,0.0,0.5,2.0,2.0,0,5,1,1.0,3316,1412,0
1,2,0.811278124,0.0063593,0.0063593,314.5,0,4,46,1.0,798,779,0
1,2,0.396627773,0.011789672,0.000235793,2120.5,0,7,20,0.5,1187,1187,0
1,1,0.0,0.243137255,0.0,255.0,0,3,44,1.0,61,61,1
1,1,0.0,0.030651341,0.003831418,261.0,0,3,0,1.0,62,62,0
1,1,0.0,0.041666667,0.005952381,168.0,1,6,128,1.0,6744,6744,1
1,8,0.759040083,0.027281649,0.015112856,636.875,0,6,114,1.0,1195,1195,1
1,1,0.0,0.041666667,0.005952381,168.0,1,6,206,1.0,6745,6745,0
1,1,0.0,0.25,0.25,4.0,0,5,515,1.0,610,291,0
1,1,0.0,0.423580786,0.0,458.0,1,2,30,1.0,611,296,1
1,1,0.0,0.011764706,0.010695187,935.0,0,12,47,1.0,63,63,0
1,1,0.0,0.0,0.0,62.0,0,1,0,1.0,802,783,0
1,3,0.0,0.008163265,0.008163265,163.3333333,0,6,18,0.666666667,802,783,0
1,1,0.0,0.209876543,0.12345679,81.0,0,1,0,1.0,803,784,0
1,1,0.0,0.013245033,0.0,755.0,0,6,3,1.0,1196,1196,0
1,1,0.0,0.002645503,0.001322751,756.0,0,6,0,1.0,1197,1197,1
1,3,0.730821178,0.00853722,0.000312337,3201.666667,1,7,84,1.0,6748,6748,1
1,1,0.0,0.023809524,0.0,378.0,1,3,76,1.0,3317,1679,1
1,1,0.0,0.004278075,0.0,935.0,1,6,40,1.0,727,727,0
1,1,0.0,0.001465559,0.00048852,2047.0,1,5,36,1.0,728,728,0
1,1,0.0,0.001203852,0.0,2492.0,1,6,15,1.0,729,729,0
1,1,0.0,0.001603849,0.0,2494.0,1,6,0,1.0,730,730,0
1,1,0.0,0.001988072,0.001988072,503.0,1,6,56,1.0,4246,1842,0
1,1,0.0,0.001988072,0.001988072,503.0,1,6,13,1.0,4247,1843,0
1,3,0.894322139,0.045517241,0.035862069,241.6666667,0,5,170,1.0,1200,1200,0
1,1,0.0,0.036437247,0.028340081,247.0,0,5,92,1.0,1201,1201,0
1,1,0.0,0.057471264,0.034482759,87.0,0,5,89,1.0,1202,1202,0
1,4,0.921185497,0.047029703,0.022277228,101.0,1,3,186,0.5,4251,1545,0
1,1,0.0,0.055970149,0.253731343,268.0,1,6,55,1.0,2115,448,1
1,1,0.0,0.015384615,0.015384615,65.0,1,2,49,1.0,774,774,0
1,1,0.0,0.015384615,0.015384615,65.0,1,2,0,1.0,775,775,0
1,2,0.961236605,0.057142857,0.017142857,87.5,0,3,128,1.0,777,777,0
1,1,0.0,0.010869565,0.005434783,184.0,0,2,91,1.0,1275,821,0
1,1,0.0,0.010869565,0.005434783,184.0,0,2,49,1.0,1276,822,0
1,1,0.0,0.034848485,0.003030303,660.0,1,10,20,1.0,778,778,0
1,1,0.0,0.001084599,0.015184382,922.0,0,5,43,1.0,4252,1844,0
1,1,0.0,0.063157895,0.063157895,95.0,0,5,44,1.0,3318,1413,0
1,1,0.0,0.026415094,0.00754717,265.0,1,3,6,1.0,64,64,0
1,1,0.0,0.007575758,0.011363636,264.0,1,3,0,1.0,65,65,0
1,2,0.650022422,0.00740436,0.00246812,1215.5,1,17,78,1.0,67,67,0
1,1,0.0,0.003208556,0.003208556,935.0,1,12,3,1.0,68,68,0
1,3,0.302870442,0.937238494,0.39748954,79.66666667,1,2,9,1.0,7362,7312,0
1,1,0.0,0.058201058,0.0,378.0,0,9,51,1.0,811,792,0
1,7,0.0,0.0,0.0,39.14285714,0,1,0,0.142857143,811,792,0
1,5,0.718170378,0.023696682,0.003015941,928.4,0,6,171,0.6,6753,6753,1
1,2,0.811278124,0.000966417,0.0,2069.5,1,6,0,0.5,6755,6755,0
1,1,0.0,0.09976247,0.0,421.0,1,6,26,1.0,731,731,0
1,2,0.503258335,0.001379829,0.000878073,3986.0,1,6,13,1.0,733,733,1
1,1,0.0,0.007142857,0.007142857,140.0,1,5,54,1.0,69,69,0
1,1,0.0,0.00990099,0.013861386,505.0,0,5,25,1.0,812,793,1
1,1,0.0,0.071428571,0.357142857,28.0,0,1,109,1.0,813,794,0
1,1,0.0,0.039370079,0.023622047,127.0,0,4,54,1.0,70,70,0
1,1,0.0,0.082644628,0.004132231,242.0,0,3,54,1.0,7363,7313,0
1,1,0.0,0.082644628,0.004132231,242.0,0,3,53,1.0,7364,7314,0
1,1,0.0,0.071428571,0.071428571,14.0,0,5,18,1.0,6756,6756,0
1,1,0.0,0.062330623,0.008130081,369.0,1,5,3,1.0,6757,6757,1
1,1,0.0,0.002298851,0.002298851,1305.0,0,8,68,1.0,814,795,0
1,1,0.0,0.02,0.02,50.0,0,2,99,1.0,3319,227,0
1,1,0.0,0.47826087,0.304347826,23.0,1,4,368,1.0,4253,1546,0
1,1,0.0,0.47826087,0.304347826,23.0,1,4,525,1.0,4254,1547,0
1,1,0.0,0.001948368,0.000487092,2053.0,1,5,1,1.0,734,734,0
1,1,0.0,0.002026342,0.002026342,987.0,0,15,55,1.0,779,779,0
1,1,0.0,0.142011834,0.076923077,169.0,1,9,55,1.0,780,780,0
1,2,0.717252478,0.264044944,0.219101124,89.0,0,9,55,1.0,783,783,0
1,1,0.0,0.0,0.0,3.0,0,1,0,1.0,783,783,0
1,1,0.0,0.004126547,0.000458505,2181.0,0,17,5,1.0,5410,5315,0
1,1,0.0,0.023622047,0.023622047,127.0,1,4,2,1.0,71,71,0
1,3,0.713416259,0.019093079,0.003977725,838.0,1,17,243,1.0,5413,5318,0
1,2,0.749595257,0.009584665,0.005324814,939.0,0,7,219,1.0,4821,4821,0
1,2,0.845350937,0.007621121,0.004354927,918.5,0,7,166,1.0,4823,4823,0
1,1,0.0,0.058139535,0.918604651,86.0,1,6,56,1.0,4255,1548,0
1,1,0.0,0.010643445,0.000483793,2067.0,1,5,2,1.0,735,735,1
1,3,0.899379615,0.059760956,0.019256308,502.0,0,6,305,0.666666667,4826,4826,1
1,1,0.0,0.021582734,0.002398082,417.0,1,4,57,1.0,784,784,0
1,3,0.579380164,0.00031864,0.00031864,3138.333333,1,7,58,1.0,6760,6760,0
1,1,0.0,0.008108108,0.005405405,370.0,1,5,3,1.0,6761,6761,1
1,4,0.442369523,0.021366874,0.000303076,1649.75,1,4,104,0.25,6765,6765,0
1,3,0.782775953,0.003509892,0.003509892,1044.666667,0,4,0,0.333333333,6768,6768,0
1,1,0.0,0.007575758,0.007575758,264.0,1,3,8,1.0,72,72,0
1,1,0.0,0.008121827,0.002030457,985.0,0,5,38,1.0,4827,4827,0
1,2,0.566509507,0.004040404,0.003535354,990.0,0,6,38,1.0,4829,4829,1
1,1,0.0,0.035643564,0.003960396,1010.0,0,5,0,1.0,4830,4830,0
1,3,0.356302424,0.092421442,0.006469501,360.6666667,0,4,174,0.333333333,787,787,0
1,1,0.0,0.034188034,0.042735043,117.0,0,6,50,1.0,1203,1203,0
1,1,0.0,0.003937008,0.003937008,254.0,0,3,58,1.0,788,788,0
1,6,0.772583515,0.033467202,0.019634092,373.5,1,7,294,0.333333333,741,741,0
1,14,0.0,0.0,0.0,74.92857143,0,1,0,0.071428571,833,814,0
1,5,0.703664789,0.390977444,0.135338346,26.6,0,1,35,0.2,833,814,0
1,2,0.994984828,0.027576197,0.007256894,344.5,1,6,166,1.0,3321,229,1
1,1,0.0,0.008547009,0.0,117.0,0,6,0,1.0,1204,1204,0
1,1,0.0,0.001691189,0.004227972,5913.0,0,6,1,1.0,6769,6769,1
1,1,0.0,0.010309278,0.010309278,194.0,0,4,74,1.0,73,73,0
1,1,0.0,0.003030303,0.003030303,330.0,0,4,74,1.0,74,74,0
1,4,0.415577137,0.104100946,0.018927445,396.25,0,6,151,1.0,4834,4834,1
1,3,0.843342654,0.01537673,0.005125577,650.3333333,0,7,125,0.666666667,836,817,1
1,3,0.962947016,0.03626943,0.031088083,64.33333333,0,12,183,0.333333333,7367,7317,0
1,2,0.0,0.021978022,0.000999001,500.5,0,4,32,1.0,7369,7319,1
1,6,0.813507113,0.032649962,0.028853455,219.5,1,7,420,0.333333333,4261,1850,0
1,3,0.982141033,0.007751938,0.007751938,301.0,0,11,183,0.333333333,7372,7322,0
1,3,0.629316891,0.804651163,1.204651163,71.66666667,1,2,33,0.333333333,7376,7326,1
1,1,0.0,0.0,0.0,58.0,1,1,0,1.0,7376,7326,1
1,1,0.0,0.07892204,0.0,1039.0,0,5,3,1.0,4835,4835,1
1,2,1.0,0.011972634,0.002850627,877.0,0,6,93,1.0,838,819,0
1,1,0.0,0.000484262,0.001452785,2065.0,1,5,4,1.0,742,742,0
1,1,0.0,0.036516854,0.047752809,356.0,1,4,53,1.0,6775,6775,0
1,1,0.0,0.055684455,0.006960557,431.0,1,5,27,1.0,6774,6774,0
1,4,0.594519337,0.011952835,0.009206913,1547.75,1,5,277,0.75,6773,6773,1
1,1,0.0,0.009259259,0.009259259,108.0,0,3,5,1.0,4836,4836,0
1,1,0.0,0.012578616,0.001397624,1431.0,0,7,89,1.0,4837,4837,0
1,1,0.0,0.012491325,0.001387925,1441.0,0,7,27,1.0,4838,4838,0
1,2,1.0,0.015544041,0.018134715,386.0,0,4,124,0.5,840,821,0
1,1,0.0,0.046296296,0.046296296,108.0,0,3,0,1.0,4839,4839,0
1,2,0.950956048,0.086872587,0.173745174,259.0,0,5,90,1.0,4841,4841,1
1,1,0.0,0.011695906,0.002923977,1026.0,1,6,27,1.0,4262,1549,0
1,1,0.0,0.011730205,0.002932551,1023.0,1,6,102,1.0,4263,1550,0
1,1,0.0,0.116847826,0.163043478,368.0,1,3,14,1.0,2116,449,1
1,1,0.0,0.019337017,0.001381215,724.0,0,7,30,1.0,7377,7327,0
1,1,0.0,0.0,0.019607843,102.0,0,6,37,1.0,4842,4842,0
1,1,0.0,0.012658228,0.0,79.0,0,5,12,1.0,1616,1616,0
1,5,0.965687098,0.117647059,0.057275542,129.2,0,7,308,0.4,7382,7332,1
1,1,0.0,0.027874564,0.020905923,574.0,1,5,57,1.0,4264,1851,0
1,1,0.0,0.047038328,0.041811847,574.0,1,5,83,1.0,4265,1852,0
1,1,0.0,0.001447178,0.007959479,1382.0,0,7,79,1.0,4843,4843,0
1,1,0.0,0.025862069,0.00862069,116.0,1,4,2,1.0,6776,6776,0
1,2,0.605186577,0.042194093,0.014767932,237.0,1,5,33,1.0,6778,6778,1
1,2,0.811278124,0.000661704,0.000661704,3022.5,0,5,4,0.5,6780,6780,1
1,1,0.0,0.019379845,0.027131783,258.0,1,3,55,1.0,6781,6781,0
1,1,0.0,0.009615385,0.0,104.0,0,5,0,1.0,1617,1617,0
1,1,0.0,0.000400962,0.000400962,2494.0,1,6,16,1.0,743,743,0
1,2,0.216396932,0.002656748,0.012752391,941.0,0,7,53,1.0,4845,4845,0
1,1,0.0,0.021335441,0.0,2531.0,1,6,0,1.0,744,744,0
1,1,0.0,0.355140187,0.327102804,107.0,0,5,1,1.0,6782,6782,1
1,1,0.0,0.024590164,0.003278689,610.0,0,6,93,1.0,1205,1205,0
1,7,0.615824348,0.124792566,0.0816462,430.4285714,0,6,248,0.714285714,1212,1212,1
1,1,0.0,0.082568807,0.04587156,109.0,0,5,70,1.0,7383,7333,0
1,1,0.0,0.002710027,0.0,369.0,1,4,2,1.0,4266,1551,0
1,1,0.0,0.02293578,0.0,218.0,1,5,105,1.0,612,292,0
1,2,1.0,0.002164502,0.002164502,462.0,0,5,173,1.0,4847,4847,0
1,1,0.0,0.011029412,0.020833333,816.0,1,6,59,1.0,4267,1853,0
1,1,0.0,0.003921569,0.007843137,1020.0,1,6,3,1.0,4268,1552,0
1,1,0.0,0.134146341,0.102439024,410.0,1,7,65,1.0,4269,1553,1
1,2,0.99947302,0.007609131,0.00720865,1248.5,0,6,2,0.5,1214,1214,0
1,12,0.557182445,0.696202532,1.35021097,39.5,0,1,84,0.166666667,857,838,0
1,5,0.0,0.0,0.0,13.4,0,1,0,0.2,857,838,0
1,1,0.0,0.001962709,0.000981354,1019.0,0,6,0,1.0,3322,1680,0
1,2,0.905928216,0.041958042,0.023310023,214.5,0,16,136,0.5,1601,1598,0
1,1,0.0,0.117924528,0.018867925,212.0,0,3,68,1.0,1602,1599,0
1,4,0.850088049,0.128301887,0.079245283,66.25,0,9,272,0.25,1606,1603,0
1,1,0.0,0.033232628,0.003021148,331.0,0,9,68,1.0,1607,1604,0
1,1,0.0,0.207317073,0.137195122,328.0,0,9,0,1.0,1608,1605,0
1,2,0.529360865,0.121794872,0.038461538,78.0,0,8,136,0.5,1610,1607,0
1,1,0.0,0.001162791,0.0,860.0,0,7,4,1.0,4848,4848,0
1,18,0.884032258,0.068436799,0.061892296,297.1111111,0,7,880,0.444444444,4867,4867,1
1,1,0.0,0.0,0.0,5.0,0,1,0,1.0,4867,4867,0
1,7,0.800697907,0.023734729,0.002094241,409.2857143,0,7,650,1.0,4874,4874,0
1,1,0.0,0.030456853,0.025380711,197.0,0,6,39,1.0,858,839,0
1,1,0.0,0.005420054,0.005420054,369.0,1,4,4,1.0,3323,1681,0
1,1,0.0,0.962566845,0.00802139,374.0,0,5,69,1.0,859,840,0
1,1,0.0,0.015822785,0.003164557,316.0,0,4,113,1.0,4875,4875,0
1,1,0.0,0.015822785,0.003164557,316.0,0,4,96,1.0,4876,4876,0
1,2,0.849751137,0.102272727,0.007575758,132.0,1,5,138,0.5,4271,1555,0
1,3,0.625418116,0.019888624,0.000795545,419.0,1,9,136,0.666666667,5581,5553,0
1,2,0.764204507,0.026119403,0.007462687,134.0,1,5,0,0.5,4273,1557,1
1,3,0.982141033,0.008583691,0.001430615,233.0,0,5,201,1.0,1217,1217,0
1,1,0.0,0.039548023,0.0,177.0,1,5,40,1.0,5582,5554,0
1,1,0.0,0.201754386,0.0,228.0,1,5,0,1.0,4274,1558,1
1,1,0.0,0.003787879,0.0,264.0,1,8,40,1.0,5583,5555,0
1,1,0.0,0.002028398,0.002028398,493.0,0,9,69,1.0,5584,5556,0
1,1,0.0,0.057627119,0.06440678,295.0,0,4,69,1.0,5585,5557,0
1,1,0.0,0.0,0.002785515,359.0,0,4,41,1.0,5586,5558,0
1,5,0.180124686,0.142222222,0.435555556,135.0,1,6,1087,1.0,4280,1859,0
1,1,0.0,0.0,0.0,280.0,1,1,0,1.0,4280,1859,1
1,2,0.6854762,0.164948454,0.036818851,339.5,0,5,233,1.0,7389,7339,0
1,3,0.657366285,0.689473684,0.026315789,63.33333333,0,4,221,1.0,7389,7339,0
1,1,0.0,0.0,0.0,0.0,0,1,0,1.0,7389,7339,0
1,1,0.0,0.003710575,0.003710575,539.0,0,5,86,1.0,5414,5319,0
1,1,0.0,0.015936255,0.003984064,251.0,0,7,70,1.0,5587,5559,0
1,1,0.0,0.001398601,0.001398601,715.0,1,10,41,1.0,5588,5560,0
1,1,0.0,0.009735744,0.001390821,719.0,1,10,0,1.0,5589,5561,0
1,1,0.0,0.045751634,0.013071895,153.0,0,5,70,1.0,5590,5562,0
1,1,0.0,0.018237082,0.0,329.0,0,5,70,1.0,5591,5563,0
1,1,0.0,0.01372549,0.005882353,510.0,0,7,9,1.0,7390,7340,0
1,1,0.0,0.272727273,0.140495868,121.0,0,3,70,1.0,5592,5564,1
1,5,0.530507974,0.076086957,0.002415459,165.6,0,9,281,0.4,7395,7345,0
1,1,0.0,0.025806452,0.0,155.0,0,6,70,1.0,1277,823,0
1,1,0.0,0.043203372,0.015806112,949.0,0,12,70,1.0,5593,5565,0
1,1,0.0,0.007905138,0.0,253.0,0,3,70,1.0,1278,824,0
1,1,0.0,0.01529052,0.051987768,327.0,1,5,70,1.0,5415,5320,0
1,2,0.811278124,0.001928021,0.000642674,778.0,0,7,181,1.0,2175,38,0
1,3,0.864973521,0.006377551,0.006377551,261.3333333,1,4,251,1.0,2178,41,0
1,1,0.0,0.041984733,0.061068702,262.0,0,9,70,1.0,5594,5566,0
1,1,0.0,0.083333333,0.006944444,144.0,1,3,29,1.0,613,297,1
1,1,0.0,0.002207506,0.002207506,453.0,0,8,70,1.0,5595,5567,0
1,1,0.0,0.005285412,0.005285412,946.0,0,12,0,1.0,5596,5568,0
1,1,0.0,0.006339144,0.0,631.0,0,6,113,1.0,4281,1860,0
1,3,0.852792488,0.004769475,0.009538951,209.6666667,0,7,210,0.333333333,1281,827,0
1,1,0.0,0.010570825,0.013742072,946.0,0,12,1,1.0,5597,5569,0
1,1,0.0,0.025575448,0.086956522,391.0,1,2,10,1.0,5598,5570,0
1,12,0.915994354,0.064436183,0.047914085,201.75,0,6,36,0.166666667,4888,4888,0
1,1,0.0,0.006451613,0.035483871,310.0,1,6,71,1.0,5599,5571,0
1,1,0.0,0.0,0.0,0.0,0,4,71,1.0,5600,5572,0
1,2,0.0,0.036376605,0.019971469,701.0,0,4,10,1.0,5602,5574,0
1,1,0.0,0.0,0.004032258,992.0,1,6,13,1.0,745,745,0
1,2,0.998509099,0.239766082,0.01754386,85.5,1,4,190,1.0,252,178,1
1,1,0.0,0.009937888,0.009937888,805.0,1,1,0,1.0,5603,5575,0
1,1,0.0,0.123076923,0.066666667,390.0,0,5,13,1.0,746,746,0
1,3,0.419526183,0.025730181,0.002086231,479.3333333,1,7,66,1.0,5606,5578,0
1,1,0.0,0.002645503,0.0,378.0,1,6,0,1.0,5607,5579,0
1,12,0.627619485,0.089332748,0.017120281,379.6666667,1,6,1197,0.583333333,625,304,1
1,1,0.0,0.019774011,0.0,354.0,0,8,72,1.0,860,841,0
1,10,0.909729266,0.00381971,0.005347594,261.8,1,6,321,0.6,4898,4898,0
1,4,0.477217001,0.139388866,0.396400167,597.25,1,7,54,0.75,7400,7350,1
1,1,0.0,0.0,0.0,34.0,1,1,0,1.0,7400,7350,0
1,2,0.684038436,0.012072435,0.010060362,497.0,1,8,144,0.5,7402,7352,0
1,1,0.0,0.049763033,0.009478673,844.0,0,7,72,1.0,1282,828,0
1,5,0.860069758,0.001080205,0.004995949,1481.2,0,7,194,1.0,4903,4903,0
1,1,0.0,0.003554502,0.004739336,844.0,0,7,0,1.0,1283,829,0
1,1,0.0,0.012658228,0.012658228,79.0,1,3,72,1.0,294,293,0
1,2,0.359101626,0.050458716,0.0,436.0,1,7,2,1.0,5609,5581,0
1,2,0.9952845,1.009433962,0.858490566,106.0,0,9,144,0.5,5611,5583,0
1,10,0.640134077,0.521410579,0.128463476,39.7,0,1,77,0.3,873,854,0
1,3,0.0,0.0,0.0,45.33333333,0,1,0,0.333333333,873,854,0
1,1,0.0,0.017391304,0.008695652,460.0,1,2,28,1.0,626,298,0
1,7,0.535167227,0.046361186,0.00916442,265.0,1,6,7,0.142857143,633,311,1
1,8,0.940859921,0.005949851,0.00679983,294.125,1,9,506,0.25,1291,837,0
1,1,0.0,0.001184834,0.001184834,844.0,0,7,0,1.0,1292,838,0
1,1,0.0,0.008230453,0.0,486.0,1,3,58,1.0,634,299,0
1,7,0.782018235,0.046218487,0.015406162,102.0,0,10,525,0.142857143,7409,7359,0
1,1,0.0,0.001404494,0.001404494,712.0,0,3,5,1.0,2179,42,0
1,1,0.0,0.00443787,0.0,676.0,0,6,6,1.0,5612,5584,0
1,1,0.0,0.151515152,0.0,33.0,0,1,4,1.0,4904,4904,0
1,4,0.842907855,0.006622517,0.017660044,113.25,0,6,338,0.5,4908,4908,1
1,1,0.0,0.0,0.012987013,385.0,1,5,27,1.0,4909,4909,0
1,12,0.672440012,0.069101394,0.047861605,867.0833333,0,7,570,0.833333333,3246,3246,1
1,9,0.863855013,0.003152139,0.000128659,1727.222222,1,7,307,0.777777778,755,755,0
1,1,0.0,0.026666667,0.0,75.0,0,4,241,1.0,4910,4910,0
1,1,0.0,0.0,0.006263048,479.0,0,3,14,1.0,4911,4911,0
1,11,0.579272864,0.061607507,0.020807834,222.8181818,0,10,446,0.454545455,5623,5595,0
1,1,0.0,0.014981273,0.0,267.0,1,3,18,1.0,75,75,0
1,16,0.696964973,0.193197279,0.103401361,45.9375,0,9,162,0.375,899,880,0
1,10,0.0,0.0,0.0,46.6,0,1,0,0.1,899,880,0
1,2,0.787126586,0.010687023,0.002290076,655.0,1,7,8,1.0,1294,840,0
1,1,0.0,0.0,0.03030303,33.0,0,2,4,1.0,900,881,0
1,1,0.0,0.004553734,0.0,1098.0,0,7,4,1.0,901,882,0
1,1,0.0,0.037889039,0.146143437,739.0,0,1,5,1.0,5624,5596,0
1,1,0.0,0.047272727,0.018181818,275.0,1,6,126,1.0,4282,861,1
1,1,0.0,0.047272727,0.018181818,275.0,1,6,139,1.0,4283,862,0
1,1,0.0,0.008298755,0.0,482.0,1,3,95,1.0,4284,1559,0
1,2,0.811278124,0.000891663,0.000891663,2243.0,0,6,12,1.0,1219,1219,0
1,1,0.0,0.007792208,0.007792208,385.0,0,5,1,1.0,4912,4912,0
1,1,0.0,0.003508772,0.001754386,570.0,0,6,62,1.0,4913,4913,0
1,1,0.0,0.002087683,0.002087683,479.0,0,4,1,1.0,1220,1220,0
1,1,0.0,0.020151134,0.002518892,397.0,1,2,5,1.0,7410,7360,0
1,2,0.997502546,0.062374245,0.006036217,248.5,1,5,25,1.0,6784,6784,1
1,1,0.0,0.00230747,0.001153735,3467.0,1,4,19,1.0,6785,6785,1
1,4,0.302332574,0.171929825,0.049122807,71.25,0,7,229,0.5,7414,7364,0
1,1,0.0,0.010526316,0.0,380.0,1,5,0,1.0,6786,6786,0
1,1,0.0,0.00952381,0.00952381,105.0,0,4,5,1.0,3324,1682,1
1,3,0.983538631,0.053475936,0.053475936,62.33333333,0,4,742,1.0,3328,1686,0
1,1,0.0,0.00877193,0.013157895,228.0,0,5,7,1.0,3325,1683,1
1,1,0.0,0.412162162,0.135135135,148.0,1,5,0,1.0,6787,6787,1
1,3,0.960229718,0.003610108,0.000902527,1108.0,0,6,86,1.0,1223,1223,0
1,1,0.0,0.00483871,0.00483871,620.0,1,6,1,1.0,6788,6788,0
1,1,0.0,0.033419023,0.002570694,389.0,1,5,0,1.0,6789,6789,0
1,1,0.0,0.106870229,0.0,131.0,1,5,131,1.0,756,756,1
1,1,0.0,0.029680365,0.0,876.0,0,7,2,1.0,3247,3247,1
1,1,0.0,0.019662921,0.002808989,356.0,0,9,77,1.0,7415,7365,1
1,1,0.0,0.012868173,0.003431513,3497.0,1,6,2,1.0,6790,6790,0
1,1,0.0,0.034482759,0.0,203.0,0,4,63,1.0,4914,4914,0
1,1,0.0,0.043478261,0.0,138.0,0,5,148,1.0,1224,1224,0
1,1,0.0,0.043478261,0.0,138.0,0,5,118,1.0,1225,1225,0
1,1,0.0,0.01529052,0.006116208,327.0,0,5,8,1.0,3248,3248,0
1,1,0.0,0.100478469,0.04784689,209.0,1,6,83,1.0,4285,1560,0
1,1,0.0,0.001084599,0.001084599,922.0,1,5,5,1.0,4286,1861,0
1,3,0.0,0.0,0.0,15.33333333,1,1,0,0.333333333,260,186,1
1,5,0.442248613,0.239631336,0.451612903,43.4,1,5,405,0.8,260,186,1
1,1,0.0,0.0,0.0,14.0,1,1,0,1.0,4288,1862,1
1,1,0.0,0.0,0.0,71.0,1,1,0,1.0,4287,1561,1
1,1,0.0,0.001587302,0.0,1890.0,1,5,14,1.0,6791,6791,1
1,1,0.0,0.001261034,0.001261034,1586.0,0,5,6,1.0,3329,1414,0
1,1,0.0,0.0,0.044444444,135.0,0,5,149,1.0,1226,1226,0
1,1,0.0,0.048543689,0.019417476,103.0,0,1,34,1.0,1227,1227,0
1,2,0.753197991,0.002943435,0.001791656,3907.0,1,6,4,1.0,6793,6793,0
1,9,0.699167635,0.157894737,0.033982594,268.1111111,0,5,1177,0.777777778,5633,5605,0
1,1,0.0,0.00729927,0.0,137.0,1,5,70,1.0,6794,6794,0
1,3,0.920619836,0.004305705,0.004305705,1858.0,0,4,44,0.666666667,6797,6797,0
1,1,0.0,0.0,0.005685407,1583.0,0,5,1,1.0,3330,1415,0
1,1,0.0,0.017391304,0.008695652,115.0,1,6,49,1.0,2117,450,0
1,1,0.0,0.025,0.008333333,240.0,1,6,79,1.0,5416,5321,0
1,1,0.0,0.047387606,0.018226002,823.0,0,1,1,1.0,5634,5606,0
1,7,0.889177745,0.021133525,0.021133525,148.7142857,0,5,480,0.571428571,4921,4921,1
1,1,0.0,0.004656577,0.002328289,859.0,0,5,65,1.0,4922,4922,0
1,11,0.768460434,0.021428571,0.019642857,203.6363636,1,8,1293,0.636363636,5645,5617,0
1,1,0.0,0.076716016,0.040376851,743.0,0,7,16,1.0,5646,5618,0
1,7,0.697414686,0.109958506,0.024204703,206.5714286,1,16,498,0.714285714,7423,7373,0
1,1,0.0,0.0,0.0,8.0,1,1,0,1.0,7423,7373,0
1,2,1.0,0.000999667,0.000333222,1500.5,1,6,49,1.0,758,758,0
1,1,0.0,0.068322981,0.00621118,161.0,1,6,79,1.0,4289,1562,0
1,21,0.775956703,0.421494542,0.132661629,56.71428571,0,1,147,0.285714286,926,907,0
1,4,0.0,0.0,0.0,39.75,0,1,0,0.25,926,907,0
1,1,0.0,0.108516484,0.049450549,728.0,1,10,9,1.0,5647,5619,0
1,1,0.0,0.105473965,0.085447263,749.0,1,9,64,1.0,5648,5620,0
1,3,0.121540522,0.048760034,0.047801605,2782.333333,0,6,49,1.0,6800,6800,1
2,5,0.889876256,0.103746398,0.047550432,138.8,1,6,711,0.6,4294,2429,1
1,1,0.0,0.03202847,0.024911032,281.0,1,1,10,1.0,4295,1863,0
1,3,0.773591438,0.00462657,0.005948447,1008.666667,0,6,82,1.0,1230,1230,0
1,1,0.0,0.0,0.004524887,221.0,0,5,0,1.0,3331,230,0
1,1,0.0,0.004504505,0.002252252,444.0,0,4,35,1.0,1231,1231,0
1,2,0.985228136,0.03125,0.078125,128.0,1,7,73,1.0,636,301,1
